kor_name,eng_name
(저염·저당)찜닭,(low-salt · low-sugar) steamed chicken
매생이달걀찜,steamed eggs with Maesaengyi
미나리달걀찜,steamed eggs with winter celery
시금치달걀찜,steamed eggs with spinach
단호박달걀찜,steamed eggs with sweet pumpkin
채소달걀찜,steamed eggs with vegetables
콘달걀찜,steamed eggs with corn
베이컨달걀찜,steamed eggs with bacon
삼색달걀찜,three-color steamed eggs
달걀찜,steamed eggs
치즈달걀찜,steamed eggs with cheese
닭살카레찜,steamed chicken in curry
고구마찜닭,steamed chicken and sweet potato
돈갈비고구마찜,steamed pork and sweet potato
돈사태떡찜,steamed pork shank with rice cake
돈사태찜,steamed pork shank
돈갈비찜,steamed pork rib
돈육보쌈,steamed pork in lettuce-wraps
돈수육,steamed pork slices
돈육갈비찜,steamed pork rib
돈육단호박찜,steamed pork and sweet pumpkin
돈육사태찜,steamed pork shank
돈육찜,steamed pork
돈육표고찜,steamed pork with Pyogo mushroom
닭다리살콩가루부추찜,steamed chicken drumstick with chive and bean powder
돼지갈비찜,steamed pork rib
(저염·저당)돼지갈비찜,(low-salt · low-sugar) steamed pork rib
돼지고기단호박찜,steamed pork and sweet pumpkin
돼지고기찜,steamed pork
돼지고기수육,steamed pork slices
새우살달걀찜,steamed eggs with shrimp
맛살달걀찜,steamed eggs with soft crab
명란달걀찜,steamed eggs with salted pollack roe
쇠고기떡찜,steamed beef with rice cake
쇠고기단호박찜,steamed beef with sweet pumpkin
순살가자미찜,steamed halibut
옥수수달걀찜,steamed eggs with corn
아몬드달걀찜,steamed eggs with almond
단호박찜닭,steamed chicken and sweet pumpkin
훈제오리단호박찜,steamed sweet pumpkin and roasted smoked duck
영양찜닭,Deluxe steamed chicken
오징어숙회+유자소스,parboiled cuttlefish + yuzu sauce
오징어숙회,parboiled cuttlefish
오징어브로콜리숙회,parboiled cuttlefish and broccoli
브로콜리숙회+들깨소스,parboiled broccoli (perilla seed sauce)
브로콜리숙회+흑임자소스,parboiled broccoli (black sesame sauce)
브로콜리숙회+초고추장,parboiled broccoli (red chilli paste with vinegar)
우유달걀찜,steamed eggs with milk
삼색채소계란찜,steamed eggs with three-color vegetables
코다리찜,steamed pollack
코다리양념찜,steamed pollack in marinade sauce
닭찜,steamed chicken
계란찜,steamed eggs
감자돼지갈비찜,steamed pork rib and potato
쇠갈비찜,steamed beef rib
소고기떡찜,steamed beef with rice cake
브로콜리숙회(들깨소스),parboiled broccoli (perilla seed sauce)
브로콜리숙회(흑임자소스),parboiled broccoli (black sesame sauce)
브로콜리숙회,parboiled broccoli
돼지고기사태찜,steamed pork shank
북어채소찜,steamed vegetables and pollack
고등어찜,steamed mackerel
해물찜,steamed seafood
간장해물찜,steamed seafood in soy sauce
돼지고기편육,boiled and cooled pork slices
낙지떡찜,steamed octopus with rice cake
낙지해물찜,steamed octopus and seafood
단호박사태찜,steamed pork shank and sweet pumpkin
단호박오징어찜,steamed cuttlefish and sweet pumpkin
단호박해물찜,steamed seafood and sweet pumpkin
달걀우유찜,steamed eggs with milk
닭날개북어찜,steamed chicken wings and pollack
닭다리카레찜,steamed chicken drumsticks in curry
닭애호박찜,steamed chicken and zucchini
닭안심애호박찜,steamed chicken tenderloin and zucchini
돼지갈비고구마찜,steamed pork rib and sweet potato
삼겹단호박찜,steamed pork belly and sweet pumpkin
돈육연근찜,steamed pork and lotus root
돈육콩나물찜,steamed pork and bean sprout
돼지고기콩나물찜,steamed pork and bean sprout
동태찜,steamed pollack
두부계란찜,steamed eggs with tofu
묵은지김치찜,steamed pork with ripe kimchi
북어찜,steamed pollack
브로콜리달걀찜,steamed eggs with broccoli
삼치무찜,steamed Spanish mackerel and daikon
삼치양념찜,steamed Spanish mackerel in marinade sauce
애호박생선살찜,steamed fish and zucchini
애호박쇠고기찜,steamed beef and zucchini
오징어찜,steamed cuttlefish
조기찜,steamed corvina
단배추시래기찜,steamed sweet napa cabbage and dried radish leaves
콩가루부추찜,steamed chive and bean powder
찐당근스틱,steamed carrot stick
찐옥수수,steamed corn
찐감자,steamed potato
삶은달걀,boiled egg
찐달걀,steamed eggs
찐고구마,steamed sweet potato
찐단호박,steamed sweet pumpkin
단호박찜,steamed sweet pumpkin
콩나물찜,steamed bean sprout
깻잎찜,steamed perilla leaf
가지찜,steamed aubergine
가지양념찜,steamed aubergine in marinade sauce
깻잎멸치찜,steamed perilla leaf and anchovy
단호박우유찜,steamed sweet pumpkin with milk
단호박견과류찜,steamed sweet pumpkin with nuts
단호박꿀찜,_sweet pumpkin honey steam
양배추찜,steamed cabbage
양배추찜+쌈장,steamed cabbage + soy red chilli paste
양배추숙쌈+쌈장,steamed cabbage wraps + soy red chilli paste
양배추쌈,cabbage wraps
브로콜리양배추찜,steamed cabbage with broccoli
새우계란찜,steamed eggs with shrimp
새우미더덕찜,steamed shrimp and styela
양념가지찜,steamed aubergine with marinade sauce
물만두+간장,mini-mandu (dumpling) + soy sauce
물만두,mini-mandu (dumpling)
순두부+양념장,soft tofu + marinade sauce
온두부찜,steamed tofu
온두부+양념장,steamed tofu + marinade sauce
연두부+양념장,soft tofu + marinade sauce
연두부+흑임자소스,soft tofu + black sesame sauce
두부찜+흑임자소스,steamed tofu + black sesame sauce
두부찜+김치볶음,steamed tofu + stir-fried kimchi
찐만두,steamed mandu (dumpling)
주꾸미숙회,parboiled jukkumi
두부찜,steamed tofu
연두부찜,soft steamed tofu
꼬막찜,steamed cockle
가자미살구이,grilled halibut
가자미구이,grilled halibut
삼치유자청구이,grilled Spanish mackerel in yuzu marinade
임연수유자청구이,grilled Atka mackerel in yuzu marinade
가자미유자청구이,grilled halibut in yuzu marinade
가자미찹쌀구이,grilled halibut with sweet rice
갈치구이,grilled cutlassfish
고등어카레구이,grilled mackerel in curry
고등어찹쌀구이,grilled mackerel with sweet rice
고등어구이,grilled mackerel
가지달걀말이,rolled omelette with aubergine
시금치달걀말이,rolled omelette with spinach
달걀시금치말이,rolled omelette with spinach
참치달걀말이,rolled omelette with tuna
새우달걀말이,rolled omelette with shrimp
햄달걀말이,rolled omelette with ham
치즈달걀말이,rolled omelette with cheese
맛살달걀말이,rolled omelette with soft crab
김달걀말이,rolled omelette with salted seaweed
너비아니구이,Neobiani
날치알달걀말이,rolled omelette with flying fish roe
깻잎달걀말이,rolled omelette with perilla leaves
채소달걀말이,rolled omelette with vegetables
달걀말이,rolled omelette
달걀치즈말이,rolled omelette with cheese
닭꼬치,chicken skewers
닭가슴살데리야끼구이,roasted chicken in teriyaki sauce
닭가슴살구이+소스,roasted chicken + sauce
닭갈비구이,spicy stir-fried chicken
닭봉구이,roasted chicken drumsticks
닭살구이,roasted chicken
닭살데리야끼구이,roasted chicken in teriyaki sauce
닭살버터구이,roasted chicken with butter
닭살찹스테이크,chicken chop steak
미트볼구이,grilled meat ball
찹스테이크,chop steak
쇠고기찹스테이크,beef chop steak
돼지고기찹쌀구이,roasted pork with sweet rice
돼지고기된장구이,roasted pork in soy paste
두부달걀부침,fried eggs with tofu
두부스테이크,tofu steak
돼지고기떡갈비,roasted pork roll with rice cake
돼지고기떡갈비구이,roasted pork roll with rice cake
떡갈비구이,roasted pork roll with rice cake
(수제)떡갈비구이,(homestyle) roasted pork roll with rice cake
돼지목살구이,roasted pork
돈육구이,roasted pork
베이컨채소말이,bacon roll with vegetables
비엔나브로콜리꼬지,sausage broccoli skewers
소떡소떡,sausage rice cake skewers
임연수살구이,grilled Atka mackerel
임연수구이,grilled Atka mackerel
임연수카레구이,grilled Atka mackerel in curry
삼치레몬구이,grilled Spanish mackerel with lemon
삼치구이,grilled Spanish mackerel
삼치카레구이,grilled Spanish mackerel in curry
쇠고기찹쌀구이,roasted beef with sweet rice
쇠고기산적,Korean beef kebab
양배추계란말이,rolled omelette with cabbage
연어스테이크,salmon steak
굴비구이,grilled dried corvina
대구구이,grilled cod
조기구이,grilled corvina
채소계란말이,rolled omelette with vegetables
연근햄버거스테이크,hamburger steak with lotus root
함박스테이크,hamburger steak
햄구이,roasted ham
오리훈제구이(머스타드소스),roasted smoked duck (mustard sauce)
오리훈제채소구이,roasted smoked duck and stir-fried vegetables
훈제오리구이+무쌈,roasted smoked duck + daikon-wraps
오리훈제구이,roasted smoked duck
훈제오리구이,roasted smoked duck
삼치구이+양념장,grilled Spanish mackerel + marinade sauce
가자미소금구이,salt grilled halibut
유자소스가자미구이,grilled halibut in yuzu sauce
고등어살카레구이,grilled mackerel in curry
돈육찹쌀구이,roasted pork with sweet rice
돼지고기구이,roasted pork
삼겹살구이,roasted pork belly
삼치데리야끼구이,grilled Spanish mackerel in teriyaki sauce
닭가슴살버터구이,roasted chicken with butter
새우버터구이,roasted shrimp with butter
삼치엿장구이,grilled Spanish mackerel in sweet soy sauce
임연수엿장구이,grilled Atka mackerel in sweet soy sauce
두부함박스테이크,tofu hamburger steak
돼지고기찹스테이크,porkchop steak
돼지고기채소구이,roasted pork and vegetables
연어구이+타르타르소스,grilled salmon + tartar sauce
연어구이,grilled salmon
단호박구이,fried sweet pumpkin
감자버터구이,roasted potato with butter
가래떡구이,grilled rice cake
김구이,grilled salted seaweed
미나리장떡,steamed winter celery with rice cake in red chilli paste
김구이+달래양념장,grilled salted seaweed + wild chive marinade sauce
옥수수버터구이,grilled corn with butter
구이김,grilled salted seaweed
뱅어포구이,grilled dried white bait
달걀후라이,fried eggs
가지구이,roasted aubergine
햄알감자버터구이,roasted potato and ham with butter
군만두,fried mandu (dumpling)
달걀프라이,fried eggs
두부부침+양념장,grilled tofu + marinade sauce
두부구이,grilled tofu
두부찹쌀구이,grilled tofu with sweet rice
두부찹쌀가루부침,grilled tofu with sweet rice powder
두부데리야끼구이,grilled tofu in teriyaki sauce
두부구이+양념장,grilled tofu + marinade sauce
맛살구이,grilled soft crab
삼색채소계란말이,rolled omelette with three-color vegetables
두부양념구이,grilled tofu in marinade sauce
우유달걀말이,rolled omelette with milk
삼치양념구이,roasted Spanish mackerel in marinade sauce
양송이치즈구이,grilled Yangsongyi mushroom with cheese
참치계란말이,rolled omelette with tuna
두부데리야끼소스구이,grilled tofu in teriyaki sauce
두부버섯스테이크,grilled tofu and mushroom steak
동그랑땡전,pan-fried meat ball
대구살쑥갓전,pan-fried cod and crown daisy
동태살쑥갓전,pan-fried pollack and crown daisy
동태살전,pan-fried pollack
동태포전,pan-fried pollack
소고기육전,pan-fried beef
깻잎육전,pan-fried beef and perilla
매생이육전,pan-fried beef and Maesaengyi
참치치즈전,pan-fried tuna with cheese
깻잎동태포전,pan-fried pollack with perilla leaves
스팸깻잎전,pan-fried spam with perilla leaves
소세지전,pan-fried sausage
해물김치전,pan-fried seafood and kimchi
참치깻잎전,pan-fried tuna with perilla leaves
참치옥수수전,pan-fried tuna and corn
봄동해물전,pan-fried seafood and spring cabbage
해물부추전,pan-fried seafood and chive
해물파전,pan-fried seafood and spring onion
카레해물영양전,deluxe pan-fried seafood in curry
해물완자전,pan-fried seafood dumpling
흰살생선전,pan-fried white fish
동태전,pan-fried pollack
쇠고기동그랑땡전,pan-fried beef and meat ball
햄참치채소전,pan-fried ham tuna and vegetables
쇠고기전,pan-fried beef
오징어채소완자전,pan-fried vegetables and cuttlefish dumpling
오징어치즈전,pan-fried cuttlefish with cheese
새우채소전,pan-fried shrimp and vegetables
완자전,pan-fried meat dumpling
카레두부버섯전,pan-fried tofu and mushroom in curry
오징어완자(수제),pan-fried cuttlefish dumpling (homestyle)
오징어완자전,pan-fried cuttlefish dumpling
대구전,pan-fried cod
쇠고기완자전,pan-fried beef dumpling
쇠고기육전,pan-fried beef
달래전,pan-fried wild chive
꼬막파전,pan-fried cockle and spring onion
부추전,pan-fried chive
새우살파래전,pan-fried shrimp and sea lettuce
깻잎참치전,pan-fried tuna with perilla leaves
냉이전,pan-fried shepherd's purse
녹두전,pan-fried mung bean
김치녹두전,pan-fried mung bean and kimchi
감자채전,pan-fried shredded potato
다시마감자채전,pan-fried seaweed and potato
가래떡김치전,pan-fried kimchi and rice cake
콩비지김치전,pan-fried kimchi in soy puree
다진돼지고기김치전,pan-fried kimchi and minced pork
옥수수채소전,pan-fried corn and vegetables
콘치즈전,pan-fried corn with cheese
콘채소전,pan-fried corn and vegetables
당근옥수수콘전,pan-fried corn and carrot
아욱건새우전,pan-fried dried shrimp and curled mallow
두부당근완자전,pan-fried tofu and carrot dumpling
맛살꼬지전,pan-fried soft crab skewers
건파래전,pan-fried dried sea lettuce
배추장떡,pan-fried napa cabbage in red chilli paste
메밀봄동전,pan-fried spring cabbage with buckwheat flour
배추전,pan-fried napa cabbage
매생이전,pan-fried Maesaengyi
팽이버섯카레전,pan-fried winter mushroom in curry
햄달걀부침,fried eggs with ham
게맛살달걀부침,pan-fried soft crab with eggs
팽이버섯달걀전,pan-fried winter mushroom with eggs
모듬버섯전,pan-fried mushroom
부추참치전,pan-fried tuna and chive
새송이버섯전,pan-fried Saesongyi mushroom
소시지전,pan-fried sausage
분홍소시지전,pan-fried pink sausage
김치베이컨전,pan-fried bacon and kimchi
시금치베이컨전,pan-fried bacon and spinach
안매운김치전,mild pan-fried kimchi
김치전,pan-fried kimchi
씻은김치전,pan-fried washed kimchi
참나물전,pan-fried spring parsley
애호박전,pan-fried zucchini
호박전,pan-fried zucchini
옥수수치즈전,pan-fried corn with cheese
감자치즈전,pan-fried potato with cheese
감자부추전,pan-fried potato and chive
연근감자전,pan-fried potato and lotus root
맛살채소전,pan-fried vegetables with soft crab
양파어묵전,pan-fried lotus root with fried fish paste
어묵채소전,pan-fried vegetables with fried fish paste
연근채소전,pan-fried vegetables with lotus root
으깬두부채소전,pan-fried vegetables with crushed tofu
두부채소전,pan-fried shrimp and tofu
참치채소전,pan-fried vegetables with tuna
맛살전,pan-fried soft crab
옥수수맛살전,pan-fried corn and soft crab
채소맛살전,pan-fried vegetables with soft crab
버섯채소전,pan-fried vegetables with mushroom
느타리버섯채소전,pan-fried vegetables with oyster mushroom
단호박채소전,pan-fried vegetables with sweet pumpkin
채소전,pan-fried vegetables
부추깻잎전,pan-fried chive with perilla leaves
홍합살부추전,pan-fried mussel and chive
오징어부추전,pan-fried cuttlefish and chive
감자전,pan-fried potato
고구마완자전,pan-fried sweet potato dumpling
깻잎감자전,pan-fried potato with perilla leaves
피망참치전,pan-fried tuna and paprika
두부달걀전,pan-fried tofu with eggs
두부미역전,pan-fried tofu and seaweed
두부버섯완자전,pan-fried tofu and mushroom dumpling
브로콜리조갯살전,pan-fried clam and broccoli
시금치두부전,pan-fried tofu and spinach
돈육연근채소전,pan-fried pork and vegetables with lotus root
오징어김치전,pan-fried cuttlefish and kimchi
옥수수감자전,pan-fried potato and corn
팽이버섯전,pan-fried winter mushroom
해산물부추전,pan-fried seafood and chive
단호박전,pan-fried sweet pumpkin
연근전,pan-fried lotus root
쑥전,pan-fried mugwort
쑥채소전,pan-fried vegetables with mugwort
옥수수전,pan-fried corn
표고버섯달걀전,pan-fried Pyogo mushroom with eggs
파래전,pan-fried sea lettuce
(달걀제외)부추전,pan-fried chive (without eggs)
물파래옥수수전,pan-fried corn and sea lettuce
가자미조림,braised halibut
가자미양념조림,braised halibut in marinade sauce
가자미간장조림,braised halibut in soy sauce
(고춧가루제외)갈치조림,(chilli powder-free) braised cutlassfish
(저염)갈치조림,(low-salt) braised cutlassfish
갈치조림,braised cutlassfish
고등어무조림,braised mackerel and daikon
고등어양념조림,braised mackerel in marinade sauce
고등어조림,braised mackerel
(고춧가루제외)고등어조림,(chilli powder-free) braised mackerel
너비아비조림,glazed Neobiani
돼지고기단호박조림,braised pork and sweet pumpkin
단호박돼지고기조림,braised pork and sweet pumpkin
돼지고기연근조림,braised pork and lotus root
닭가슴살간장조림,braised chicken and beef in soy sauce
닭가슴살조림,braised chicken
닭가슴살호두조림,braised chicken and walnut
닭간장조림,braised chicken and beef in soy sauce
닭고기간장조림,braised chicken and beef in soy sauce
닭고기우유조림,braised chicken with milk
쇠고기장똑똑이,braised beef shreds
돈육장똑똑이,braised pork shreds
닭고기장똑똑이,braised chicken shreds
닭떡간장조림,braised chicken and beef in soy sauce with rice cake
닭날개간장조림,braised chicken wings and beef in soy sauce
닭다리살소스조림,braised chicken drumsticks in sauce
닭봉소스조림,braised chicken drumsticks in sauce
닭다리살장조림,braised chicken drumsticks and beef in soy sauce
닭살간장조림,braised chicken and beef in soy sauce
닭살깻잎조림,braised chicken with perilla leaves
닭살연근조림,braised chicken and lotus root
닭살데리야끼조림,braised chicken in teriyaki sauce
닭살카레조림,braised chicken in curry
닭고구마조림,braised chicken and sweet potato
닭살고구마조림,braised chicken and sweet potato
닭감자고구마조림,braised chicken with potato and sweet potato
닭채소조림,braised chicken and vegetables
소고기모듬장조림,braised beef in soy sauce
모듬장조림,braised beef in soy sauce
돈육양송이장조림,braised pork in soy sauce with Yangsongyi mushroom
쇠고기장조림,braised beef in soy sauce
(저염·저당)쇠고기장조림,(low-salt · low-sugar) braised beef in soy sauce
돈육장조림,braised pork in soy sauce
돈육케찹조림,braised pork in ketchup
돈육간장조림,braised pork in soy sauce
쇠고기달걀장조림,braised beef in soy sauce with eggs
쇠고기메추리알장조림,braised beef in soy sauce with quail eggs
돈육달걀장조림,braised pork in soy sauce with eggs
돈육메추리알장조림,braised pork in soy sauce with quail eggs
(저염·저당)돈육메추리알조림,(low-salt · low-sugar) braised pork with quail eggs
돈육곤약조림,braised pork and konjac
돈육데리야끼조림,braised pork in teriyaki sauce
돈육무채장조림,braised pork and daikon slices in soy sauce
돈육채소조림,braised pork and vegetables
동그랑땡채소조림,braised meat ball and vegetables
돼지고기장조림(안심),braised pork in soy sauce (tenderloin)
돼지고기장조림,braised pork in soy sauce
돼지고기채소조림,braised pork and vegetables
돼지고기호두조림,braised pork and walnut
떡갈비조림,braised pork roll with rice cake
떡갈비피망조림,braised pork roll with rice cake and paprika
미트볼감자조림,braised meat ball and potato
미트볼피망조림,braised meat ball and paprika
미트볼토마토소스조림,braised meat ball in tomato sauce
새우볼조림,braised shrimp bowl
돈육스테이크조림,braised pork steak
미트볼조림,braised meat ball
미트볼케첩조림,braised meat ball in ketchup
미트볼케찹조림,braised meat ball in ketchup
비엔나케찹조림,braised sausage in ketchup
삼치단호박조림,braised Spanish mackerel and sweet pumpkin
삼치무조림,braised Spanish mackerel and daikon
삼치엿장조림,braised Spanish mackerel in sweet soy sauce
삼치살데리야끼조림,braised Spanish mackerel in teriyaki sauce
삼치살양념조림,braised Spanish mackerel in marinade sauce
삼치간장조림,braised Spanish mackerel in soy sauce
삼치무간장조림,braised Spanish mackerel and daikon in soy sauce
삼치살무조림,braised Spanish mackerel and daikon
삼치살두부감자조림,braised Spanish mackerel with tofu and potato
삼치쌈장조림,braised Spanish mackerel in soy sauce with wraps
임연수유자소스조림,braised Atka mackerel in yuzu sauce
임연수데리야끼조림,braised Atka mackerel in teriyaki sauce
임연수조림,braised Atka mackerel
임연수무조림,braised Atka mackerel and daikon
임연수양념조림,braised Atka mackerel in marinade sauce
임연수엿장조림,braised Atka mackerel in sweet soy sauce
삼치조림,braised Spanish mackerel
새우살조림,braised shrimp
소시지케찹조림,braised sausage in ketchup
쇠고기감자조림,braised beef and potato
쇠고기곤약조림,braised beef and konjac
쇠고기굴소스조림,braised beef in oyster sauce
쇠고기토마토조림,braised beef and tomato
쇠고기단호박조림,braised beef and sweet pumpkin
쇠고기당면조림,braised beef with glass noodles
쇠고기떡조림,braised beef with rice cake
쇠고기버섯장조림,braised beef and mushroom in soy sauce
쇠고기브로콜리조림,braised beef and broccoli
쇠고기양배추조림,braised beef and cabbage
쇠고기호두조림,braised beef and walnut
(저염)쇠고기호두조림,(low-salt) braised beef and walnut
쇠고기사태장조림,braised beef shank in soy sauce
오징어계란장조림,braised cuttlefish and eggs in soy sauce
오징어간장조림,braised cuttlefish in soy sauce
주꾸미간장조림,braised jukkumi in soy sauce
완자조림,braised meat dumpling
완자케첩조림,braised meat dumpling in ketchup
코다리엿장조림,braised pollack in sweet soy sauce
코다리무조림,braised pollack and daikon
코다리조림,braised pollack
명태조림,braised pollack
돈사태장조림,braised pork shank in soy sauce
쇠고기꽈리장조림,braised beef and chilli pepper in soy sauce
삼치양념조림,braised Spanish mackerel in marinade sauce
갈치무조림,braised cutlassfish and daikon
꽁치조림,braised saury
코다리양념조림,braised pollack in marinade sauce
닭감자조림,braised chicken and potato
쇠고기채소조림,braised beef and vegetables
가자미무조림,braised halibut and daikon
갈치감자조림,braised cutlassfish and potato
대구엿장조림,braised cod in sweet soy sauce
대구살조림,braised cod
동태살엿장조림,braised pollack in sweet soy sauce
동태무조림,braised pollack and daikon
감자쇠고기조림,braised beef and potato
고구마닭간장조림,braised chicken and sweet potato in soy sauce
고구마쇠고기조림,braised beef and sweet potato
고등어김치조림,braised mackerel and kimchi
단호박돈육조림,braised pork and sweet pumpkin
닭날개조림,braised chicken wings
닭다리케찹조림,braised chicken drumsticks in ketchup
토마토소스닭조림,braised chicken in tomato sauce
삼겹케찹조림,braised pork belly in ketchup
문어조림,braised octopus
병어조림,braised butterfish
갈비조림,braised beef rib
떡갈비간장조림,braised pork roll with rice cake in soy sauce
닭가슴살채소말이조림,braised chicken roll with vegetables
닭가슴살데리야끼조림,braised chicken in teriyaki sauce
(저염)닭가슴살데리야끼조림,(low-salt) braised chicken in teriyaki sauce
(저염)닭가슴살단호박조림,(low-salt) braised chicken and sweet pumpkin
닭가슴살단호박조림,braised chicken and sweet pumpkin
닭가슴살미나리볶음,stir-fried chicken breast and winter celery
닭봉조림,braised chicken drumsticks
장산적조림,braised Korean kebab in soy sauce
알감자조림,braised mini-potato
(저염)감자조림,(low-salt) braised potato
감자조림,braised potato
감자채소조림,braised potato and vegetables
단호박조림,braised sweet pumpkin
검정콩조림,braised black beans
강낭콩조림,braised kidney beans
검정콩호두조림,braised black beans and walnut
견과우엉채조림,braised nuts and burdock slices
고구마우유조림,braised sweet potato with milk
고구마조림,braised sweet potato
연근엿장조림,braised lotus root in sweet soy sauce
고구마엿장조림,braised sweet potato in sweet soy sauce
깻잎순조림,braised perilla leaf
단배추멸치조림,braised anchovy and sweet napa cabbage
단호박호두조림,braised sweet pumpkin and walnut
단호박견과류조림,braised sweet pumpkin and nuts
무화과땅콩조림,braised fig and peanut
두절건새우마늘종조림,braised garlic stem and dried shrimp
마늘쫑감자조림,braised garlic stem and potato
무조림,braised daikon
건새우아몬드조림,braised almond and dried shrimp
멸치조림,braised anchovy
멸치아몬드조림,braised anchovy and almond
멸치호두조림,braised anchovy and walnut
명엽채고추장조림,braised chilli pepper and dried pollack in soy sauce
명엽채조림,braised dried pollack
모듬견과조림,braised nuts
버섯애호박조림,braised mushroom and zucchini
뱅어포조림,braised white bait
치즈감자조림,braised potato with cheese
아몬드멸치조림,braised almond and anchovy
우엉조랭이떡조림,braised burdock slices and mini-ball rice cake
연근호두조림,braised lotus root and walnut
연근조림,braised lotus root
(저염)연근조림,(low-salt) braised lotus root
땅콩연근조림,braised lotus root and peanut
땅콩우엉조림,braised burdock slices and peanut
새우살연근조림,braised shrimp and lotus root
우엉채조림,braised burdock slices
우엉조림,braised burdock slices
(저염·저당)우엉조림,(low-salt · low-sugar) braised burdock slices
우엉채어묵조림,braised burdock slices and fried fish paste
우엉채곤약조림,braised burdock slices and konjac
콩자반,braised beans
푸실리케찹조림,braised Fusilli pasta in ketchup
호두견과조림,braised nuts with walnut
연근간장조림,braised lotus root in soy sauce
감자간장조림,braised potato in soy sauce
우엉간장조림,braised burdock slices in soy sauce
땅콩조림,braised peanut
콩조림,braised beans
진미채고추장조림,braised dried cuttlefish and chilli pepper in soy sauce
진미채간장조림,braised dried cuttlefish in soy sauce
건새우조림,braised dried shrimp
감자마늘쫑조림,braised potato and garlic stem
마늘쫑조림,braised garlic stem
쇠고기우엉조림,braised beef and burdock slices
두부데리야끼조림,braised tofu in teriyaki sauce
견과두부조림,braised tofu and nuts
간장두부조림,braised tofu in soy sauce
고구마메추리알조림,braised sweet potato and quail egg
달걀새송이장조림,braised Saesongyi mushroom and eggs in soy sauce
달걀장조림,braised eggs in soy sauce
(저염)달걀장조림,(low-salt) braised eggs in soy sauce
두부땅콩조림,braised tofu and peanut
두부양념조림,braised tofu in marinade sauce
건새우두부조림,braised tofu and dried shrimp
두부조림,braised tofu
두부케찹조림,braised tofu in ketchup
둥근어묵무조림,braised daikon and fried fish paste
맛살간장조림,braised soft crab in soy sauce
메추리알고구마조림,braised sweet potato and quail eggs
메추리알곤약조림,braised konjac and quail eggs
곤약메추리알장조림,braised konjac and quail eggs in soy sauce
메추리알어묵조림,braised quail eggs and fried fish paste
메추리알볼어묵조림,braised quail eggs and fried fish paste bowl
(저염·저당)메추리알장조림,(low salt · low-sugar) braised quail eggs in soy sauce
메추리알장조림,braised quail eggs in soy sauce
메추리알피망케첩조림,braised quail eggs and paprika in ketchup
메추리알케첩조림,braised quail eggs in ketchup
(저염·저당)메추리알케첩조림,(low salt · low-sugar) braised quail eggs in ketchup
볼어묵채소조림,braised vegetables and fried fish paste bowl
볼어묵조림,braised fried fish paste bowl
한치어묵조림,braised cuttlefish and fried fish paste
우엉어묵조림,braised burdock slices and fried fish paste
어묵고구마조림,braised sweet potato and fried fish paste
어묵감자조림,braised potato and fried fish paste
어묵당근조림,braised carrot and fried fish paste
어묵곤약조림,braised konjac and fried fish paste
토마토두부무조림,braised tomato tofu and daikon
소시지케찹채소조림,braised sausage and vegetables in ketchup
매콤두부조림,braised tofu in spicy sauce
두부케첩조림,braised tofu in ketchup
메란장조림,braised quail eggs in soy sauce
달걀간장조림,braised eggs in soy sauce
어묵피망조림,braised paprika and fried fish paste
쇠고기메란조림,braised beef and quail eggs
감자비엔나조림,braised potato and sausage
깻잎두부조림,braised tofu with perilla leaves
다진쇠고기메추리알조림,braised quail eggs and minced beef
땅콩두부조림,braised tofu and peanut
두부어묵조림,braised tofu and fried fish paste
어묵케찹조림,braised fried fish paste in ketchup
멸치마늘조림,braised anchovy and garlic stem
뱅어포간장조림,braised white bait in soy sauce
아몬드잔멸치조림,braised baby anchovy and almond
감자어묵조림,braised potato and fried fish paste
양념꼬치어묵,_fried fish paste with seasoning
홍합조림,braised mussel
참치어묵조림,braised tuna and fried fish paste
두부떡간장조림,braised tofu and rice cake in soy sauce
두부간장조림,braised tofu in soy sauce
두부볼케찹조림,braised tofu in ketchup bowl
닭살카레튀김,braised chicken in curry
돈까스+소스,pork cutlet + sauce
돈까스,pork cutlet
돈가스,pork cutlet
돈육강정+소스,pork nuggets + sauce
동태살후라이드,fried pollack
어묵강정,fried fish paste nuggets
두부강정,tofu nuggets
깐쇼새우,deep-fried shrimp in spicy sauce
칠리새우,chilli shrimp
새우탕수,shrimp dumpling
두부탕수,tofu dumpling
과일소스두부탕수,tofu dumpling in fruit sauce
미니돈까스,mini pork cutlet
삼치데리야끼소스튀김,deep-fried Spanish mackerel in teriyaki sauce
새우튀김,deep-fried shrimp
새우까스,shrimp cutlet
새우까스+타르타르소스,shrimp cutlet + tartar sauce
생선까스,fish cutlet
생선까스+타르타르소스,fish cutlet + tartar sauce
순살닭강정,deep-fried chicken nuggets
후라이드치킨,deep-fried chicken
순살후라이드치킨,deep-fried chicken without bones
찹쌀탕수육,dumpling with sweet rice
레몬소스탕수육,dumpling in lemon sauce
후르츠탕수육,dumpling in fruit sauce
새우춘권튀김,deep-fried shrimp spring rolls
치즈돈까스,cheese cutlet
치킨까스+소스,chicken cutlet + sauce
치킨까스,chicken cutlet
순살코다리강정,pollack nuggets without bones
탕수육+소스,dumpling + sauce
파인애플탕수육+소스,pineapple dumpling + sauce
흰살생선튀김,deep-fried white fish
등심돈가스+소스,pork sirloin cutlet + sauce
등심탕수육+소스,pork sirloin dumpling + sauce
닭강정,deep-fried chicken nuggets
